ID,X,Y,spud year,Direction,
Fut-OW-00873,6.048066E+05,3.566102E+06,2029,H,
Fut-OW-00874,6.254015E+05,3.566241E+06,2032,H,
Fut-OW-00875,6.310665E+05,3.565637E+06,2032,H,
Fut-OW-00876,6.241873E+05,3.565315E+06,2023,H,
Fut-OW-00877,6.281171E+05,3.542391E+06,2030,H,
Fut-OW-00878,6.096676E+05,3.562645E+06,2029,H,
Fut-OW-00879,6.213793E+05,3.557204E+06,2027,H,
Fut-OW-00880,6.191626E+05,3.577784E+06,2035,H,
Fut-OW-00881,6.318991E+05,3.567248E+06,2024,H,
Fut-OW-00882,6.068595E+05,3.555964E+06,2033,H,
Fut-OW-00883,6.207979E+05,3.547658E+06,2039,H,
Fut-OW-00884,6.260570E+05,3.565422E+06,2039,H,
Fut-OW-00885,6.192163E+05,3.571588E+06,2043,H,
Fut-OW-00886,6.257821E+05,3.555590E+06,2040,H,
Fut-OW-00887,6.339234E+05,3.545296E+06,2043,H,
Fut-OW-00888,6.061921E+05,3.569485E+06,2044,H,
Fut-OW-00889,6.290950E+05,3.562646E+06,2022,H,
Fut-OW-00890,6.239012E+05,3.561002E+06,2041,H,
Fut-OW-00891,6.221754E+05,3.572056E+06,2036,H,
Fut-OW-00892,6.144998E+05,3.564126E+06,2036,H,
Fut-OW-00893,6.225605E+05,3.541817E+06,2041,H,
Fut-OW-00894,6.192995E+05,3.562835E+06,2024,H,
Fut-OW-00895,6.174617E+05,3.554408E+06,2023,H,
Fut-OW-00896,6.282512E+05,3.544471E+06,2033,H,
Fut-OW-00897,6.193049E+05,3.560963E+06,2023,H,
Fut-OW-00898,6.106826E+05,3.553863E+06,2031,H,
Fut-OW-00899,6.245039E+05,3.556283E+06,2046,H,
Fut-OW-00900,6.181377E+05,3.556628E+06,2033,H,
Fut-OW-00901,6.160378E+05,3.543071E+06,2037,H,
Fut-OW-00902,6.223988E+05,3.547980E+06,2028,H,
Fut-OW-00903,6.241346E+05,3.552232E+06,2041,H,
Fut-OW-00904,6.295291E+05,3.544241E+06,2041,H,
Fut-OW-00905,6.076018E+05,3.553518E+06,2044,H,
Fut-OW-00906,6.107814E+05,3.566840E+06,2030,H,
Fut-OW-00907,6.161320E+05,3.554193E+06,2041,H,
Fut-OW-00908,6.080342E+05,3.558069E+06,2032,H,
Fut-OW-00909,6.162211E+05,3.548141E+06,2045,H,
Fut-OW-00910,6.136094E+05,3.574660E+06,2046,H,
Fut-OW-00911,6.080754E+05,3.555919E+06,2042,H,
Fut-OW-00912,6.220727E+05,3.543677E+06,2027,H,
Fut-OW-00913,6.290239E+05,3.556684E+06,2027,H,
Fut-OW-00914,6.084967E+05,3.551929E+06,2030,H,
Fut-OW-00915,6.229859E+05,3.573672E+06,2027,H,
Fut-OW-00916,6.115926E+05,3.556792E+06,2037,H,
Fut-OW-00917,6.211393E+05,3.554760E+06,2030,H,
Fut-OW-00918,6.213684E+05,3.550005E+06,2041,H,
Fut-OW-00919,6.043314E+05,3.575161E+06,2030,H,
Fut-OW-00920,6.094640E+05,3.548846E+06,2034,H,
Fut-OW-00921,6.319986E+05,3.550651E+06,2026,H,
Fut-OW-00922,6.214921E+05,3.543340E+06,2036,H,
Fut-OW-00923,6.198208E+05,3.577175E+06,2040,H,
Fut-OW-00924,6.326004E+05,3.546207E+06,2025,H,
Fut-OW-00925,6.128858E+05,3.573337E+06,2033,H,
Fut-OW-00926,6.111826E+05,3.561145E+06,2046,H,
Fut-OW-00927,6.266385E+05,3.571037E+06,2024,H,
Fut-OW-00928,6.167626E+05,3.560449E+06,2028,H,
Fut-OW-00929,6.195704E+05,3.565597E+06,2029,H,
Fut-OW-00930,6.167383E+05,3.572100E+06,2033,H,
Fut-OW-00931,6.095344E+05,3.551770E+06,2028,H,
Fut-OW-00932,6.119841E+05,3.551627E+06,2027,H,
Fut-OW-00933,6.117218E+05,3.555691E+06,2042,H,
Fut-OW-00934,6.341346E+05,3.542641E+06,2044,H,
Fut-OW-00935,6.129211E+05,3.575706E+06,2028,H,
Fut-OW-00936,6.321534E+05,3.571284E+06,2023,H,
Fut-OW-00937,6.146826E+05,3.572489E+06,2028,H,
Fut-OW-00938,6.244458E+05,3.566744E+06,2041,H,
Fut-OW-00939,6.128978E+05,3.567663E+06,2030,H,
Fut-OW-00940,6.091171E+05,3.544949E+06,2040,H,
Fut-OW-00941,6.279135E+05,3.553229E+06,2027,H,
Fut-OW-00942,6.059996E+05,3.546216E+06,2030,H,
Fut-OW-00943,6.310429E+05,3.549522E+06,2026,H,
Fut-OW-00944,6.268053E+05,3.551098E+06,2046,H,
Fut-OW-00945,6.185636E+05,3.569647E+06,2021,H,
Fut-OW-00946,6.222583E+05,3.570122E+06,2035,H,
Fut-OW-00947,6.078815E+05,3.560593E+06,2044,H,
Fut-OW-00948,6.125330E+05,3.575245E+06,2034,H,
Fut-OW-00949,6.108726E+05,3.576182E+06,2025,H,
Fut-OW-00950,6.280741E+05,3.556264E+06,2023,H,
Fut-OW-00951,6.345479E+05,3.548332E+06,2029,H,
Fut-OW-00952,6.241018E+05,3.550127E+06,2035,H,
Fut-OW-00953,6.294826E+05,3.576981E+06,2036,H,
Fut-OW-00954,6.119409E+05,3.553670E+06,2039,H,
Fut-OW-00955,6.309359E+05,3.566479E+06,2037,H,
Fut-OW-00956,6.093454E+05,3.563803E+06,2029,H,
Fut-OW-00957,6.125653E+05,3.573535E+06,2038,H,
Fut-OW-00958,6.159227E+05,3.542330E+06,2036,H,
Fut-OW-00959,6.048089E+05,3.548651E+06,2029,H,
Fut-OW-00960,6.330354E+05,3.562149E+06,2036,H,
Fut-OW-00961,6.103896E+05,3.571273E+06,2024,H,
Fut-OW-00962,6.228962E+05,3.564249E+06,2029,H,
Fut-OW-00963,6.122330E+05,3.565331E+06,2026,H,
Fut-OW-00964,6.079228E+05,3.568528E+06,2045,H,
Fut-OW-00965,6.261925E+05,3.551586E+06,2034,H,
Fut-OW-00966,6.285055E+05,3.548677E+06,2031,H,
Fut-OW-00967,6.191068E+05,3.543311E+06,2040,H,
Fut-OW-00968,6.054551E+05,3.557950E+06,2040,H,
Fut-OW-00969,6.092248E+05,3.551395E+06,2026,H,
Fut-OW-00970,6.311094E+05,3.560772E+06,2042,H,
Fut-OW-00971,6.291684E+05,3.558406E+06,2023,H,
Fut-OW-00972,6.183697E+05,3.558870E+06,2024,H,
Fut-OW-00973,6.169668E+05,3.552387E+06,2028,H,
Fut-OW-00974,6.116848E+05,3.569514E+06,2038,H,
Fut-OW-00975,6.176999E+05,3.551452E+06,2021,H,
Fut-OW-00976,6.114229E+05,3.568357E+06,2028,H,
Fut-OW-00977,6.314019E+05,3.547828E+06,2028,H,
Fut-OW-00978,6.326831E+05,3.562584E+06,2032,H,
Fut-OW-00979,6.188136E+05,3.569610E+06,2041,H,
Fut-OW-00980,6.092209E+05,3.572724E+06,2037,H,
Fut-OW-00981,6.273233E+05,3.568872E+06,2043,H,
Fut-OW-00982,6.065053E+05,3.573033E+06,2031,H,
Fut-OW-00983,6.165084E+05,3.550594E+06,2026,H,
Fut-OW-00984,6.177633E+05,3.549712E+06,2040,H,
Fut-OW-00985,6.059140E+05,3.552479E+06,2033,H,
Fut-OW-00986,6.090763E+05,3.548862E+06,2039,H,
Fut-OW-00987,6.164721E+05,3.552851E+06,2021,H,
Fut-OW-00988,6.236596E+05,3.557653E+06,2023,H,
Fut-OW-00989,6.288446E+05,3.543735E+06,2021,H,
Fut-OW-00990,6.317993E+05,3.577665E+06,2022,H,
Fut-OW-00991,6.167515E+05,3.551382E+06,2046,H,
Fut-OW-00992,6.202950E+05,3.559835E+06,2029,H,
Fut-OW-00993,6.142805E+05,3.550513E+06,2022,H,
Fut-OW-00994,6.248329E+05,3.557096E+06,2040,H,
Fut-OW-00995,6.075616E+05,3.562523E+06,2028,H,
Fut-OW-00996,6.333215E+05,3.549240E+06,2036,H,
Fut-OW-00997,6.344114E+05,3.570470E+06,2021,H,
Fut-OW-00998,6.113364E+05,3.567657E+06,2021,H,
Fut-OW-00999,6.074721E+05,3.566439E+06,2026,H,
Fut-OW-01000,6.338438E+05,3.562927E+06,2022,H,
Fut-OW-01001,6.132453E+05,3.574867E+06,2042,H,
Fut-OW-01002,6.227708E+05,3.550367E+06,2040,H,
Fut-OW-01003,6.315892E+05,3.547819E+06,2026,H,
Fut-OW-01004,6.049269E+05,3.552042E+06,2024,H,
Fut-OW-01005,6.295139E+05,3.569617E+06,2044,H,
Fut-OW-01006,6.130831E+05,3.575754E+06,2023,H,
Fut-OW-01007,6.053439E+05,3.568202E+06,2026,H,
Fut-OW-01008,6.287241E+05,3.573950E+06,2042,H,
Fut-OW-01009,6.078103E+05,3.577684E+06,2037,H,
Fut-OW-01010,6.076086E+05,3.574927E+06,2039,H,
Fut-OW-01011,6.311508E+05,3.572252E+06,2031,H,
Fut-OW-01012,6.150446E+05,3.549272E+06,2021,H,
Fut-OW-01013,6.258995E+05,3.555319E+06,2033,H,
Fut-OW-01014,6.168383E+05,3.569679E+06,2046,H,
Fut-OW-01015,6.211491E+05,3.560175E+06,2030,H,
Fut-OW-01016,6.171891E+05,3.548740E+06,2036,H,
Fut-OW-01017,6.197813E+05,3.576871E+06,2031,H,
Fut-OW-01018,6.085616E+05,3.545939E+06,2035,H,
Fut-OW-01019,6.202594E+05,3.547341E+06,2036,H,
Fut-OW-01020,6.270870E+05,3.565034E+06,2046,H,
Fut-OW-01021,6.111111E+05,3.577671E+06,2041,H,
Fut-OW-01022,6.326221E+05,3.542597E+06,2034,H,
Fut-OW-01023,6.048971E+05,3.563051E+06,2023,H,
Fut-OW-01024,6.077689E+05,3.570775E+06,2029,H,
Fut-OW-01025,6.335068E+05,3.565091E+06,2032,H,
Fut-OW-01026,6.104866E+05,3.556672E+06,2043,H,
Fut-OW-01027,6.212423E+05,3.548045E+06,2039,H,
Fut-OW-01028,6.296386E+05,3.547250E+06,2036,H,
Fut-OW-01029,6.204327E+05,3.542416E+06,2037,H,
Fut-OW-01030,6.249513E+05,3.566565E+06,2033,H,
Fut-OW-01031,6.179489E+05,3.545299E+06,2035,H,
Fut-OW-01032,6.116820E+05,3.566340E+06,2024,H,
Fut-OW-01033,6.289954E+05,3.543577E+06,2034,H,
Fut-OW-01034,6.050676E+05,3.561187E+06,2043,H,
Fut-OW-01035,6.337398E+05,3.557106E+06,2024,H,
Fut-OW-01036,6.256526E+05,3.542754E+06,2038,H,
Fut-OW-01037,6.322482E+05,3.572099E+06,2030,H,
Fut-OW-01038,6.147675E+05,3.564942E+06,2044,H,
Fut-OW-01039,6.232780E+05,3.568079E+06,2044,H,
Fut-OW-01040,6.279077E+05,3.555612E+06,2040,H,
Fut-OW-01041,6.246490E+05,3.564419E+06,2030,H,
Fut-OW-01042,6.144274E+05,3.556274E+06,2028,H,
Fut-OW-01043,6.161045E+05,3.546250E+06,2025,H,
Fut-OW-01044,6.222796E+05,3.545557E+06,2040,H,
Fut-OW-01045,6.263021E+05,3.554554E+06,2021,H,
Fut-OW-01046,6.114562E+05,3.570708E+06,2026,H,
Fut-OW-01047,6.173761E+05,3.544519E+06,2028,H,
Fut-OW-01048,6.198139E+05,3.573606E+06,2034,H,
Fut-OW-01049,6.080140E+05,3.541387E+06,2037,H,
Fut-OW-01050,6.305998E+05,3.548624E+06,2037,H,
Fut-OW-01051,6.170996E+05,3.551534E+06,2026,H,
Fut-OW-01052,6.102970E+05,3.542249E+06,2021,H,
Fut-OW-01053,6.275551E+05,3.568057E+06,2035,H,
Fut-OW-01054,6.277253E+05,3.577058E+06,2024,H,
Fut-OW-01055,6.099797E+05,3.571528E+06,2039,H,
Fut-OW-01056,6.135875E+05,3.570199E+06,2024,H,
Fut-OW-01057,6.227734E+05,3.574269E+06,2029,H,
Fut-OW-01058,6.110414E+05,3.552504E+06,2041,H,
Fut-OW-01059,6.292190E+05,3.543306E+06,2025,H,
Fut-OW-01060,6.140517E+05,3.550135E+06,2026,H,
Fut-OW-01061,6.338947E+05,3.559237E+06,2045,H,
Fut-OW-01062,6.237091E+05,3.576285E+06,2036,H,
Fut-OW-01063,6.103302E+05,3.570067E+06,2044,H,
Fut-OW-01064,6.342933E+05,3.549646E+06,2035,H,
Fut-OW-01065,6.096003E+05,3.566913E+06,2042,H,
Fut-OW-01066,6.303436E+05,3.554160E+06,2027,H,
Fut-OW-01067,6.156530E+05,3.565327E+06,2036,H,
Fut-OW-01068,6.219089E+05,3.548848E+06,2043,H,
Fut-OW-01069,6.341508E+05,3.544187E+06,2034,H,
Fut-OW-01070,6.336569E+05,3.554729E+06,2036,H,
Fut-OW-01071,6.290373E+05,3.565282E+06,2028,H,
Fut-OW-01072,6.298354E+05,3.565582E+06,2038,H,
Fut-OW-01073,6.280419E+05,3.562579E+06,2022,H,
Fut-OW-01074,6.337776E+05,3.576562E+06,2032,H,
Fut-OW-01075,6.337468E+05,3.561835E+06,2032,H,
Fut-OW-01076,6.139511E+05,3.557499E+06,2031,H,
Fut-OW-01077,6.198121E+05,3.562788E+06,2023,H,
Fut-OW-01078,6.045699E+05,3.557357E+06,2027,H,
Fut-OW-01079,6.329024E+05,3.559767E+06,2028,H,
Fut-OW-01080,6.244394E+05,3.576567E+06,2030,H,
Fut-OW-01081,6.086572E+05,3.559830E+06,2039,H,
Fut-OW-01082,6.116286E+05,3.562039E+06,2031,H,
Fut-OW-01083,6.216510E+05,3.566711E+06,2041,H,
Fut-OW-01084,6.091444E+05,3.566732E+06,2025,H,
Fut-OW-01085,6.096463E+05,3.559480E+06,2041,H,
Fut-OW-01086,6.156589E+05,3.567994E+06,2024,H,
Fut-OW-01087,6.348266E+05,3.543001E+06,2021,H,
Fut-OW-01088,6.091419E+05,3.555406E+06,2030,H,
Fut-OW-01089,6.297758E+05,3.575667E+06,2027,H,
Fut-OW-01090,6.333446E+05,3.548962E+06,2031,H,
Fut-OW-01091,6.093647E+05,3.549556E+06,2024,H,
Fut-OW-01092,6.226131E+05,3.576748E+06,2041,H,
Fut-OW-01093,6.065284E+05,3.557428E+06,2027,H,
Fut-OW-01094,6.130716E+05,3.548080E+06,2036,H,
Fut-OW-01095,6.119490E+05,3.542524E+06,2046,H,
Fut-OW-01096,6.333533E+05,3.549723E+06,2024,H,
Fut-OW-01097,6.303123E+05,3.576476E+06,2038,H,
Fut-OW-01098,6.345164E+05,3.547971E+06,2046,H,
Fut-OW-01099,6.128288E+05,3.567550E+06,2046,H,
Fut-OW-01100,6.193927E+05,3.562746E+06,2046,H,
Fut-OW-01101,6.079931E+05,3.562121E+06,2038,H,
Fut-OW-01102,6.208773E+05,3.552686E+06,2037,H,
Fut-OW-01103,6.052375E+05,3.574388E+06,2043,H,
Fut-OW-01104,6.206815E+05,3.561598E+06,2035,H,
Fut-OW-01105,6.268348E+05,3.567285E+06,2033,H,
Fut-OW-01106,6.207851E+05,3.544586E+06,2045,H,
Fut-OW-01107,6.284549E+05,3.566640E+06,2031,H,
Fut-OW-01108,6.154436E+05,3.541658E+06,2025,H,
Fut-OW-01109,6.286596E+05,3.552953E+06,2038,H,
Fut-OW-01110,6.050008E+05,3.546132E+06,2042,H,
Fut-OW-01111,6.207421E+05,3.543566E+06,2044,H,
Fut-OW-01112,6.101266E+05,3.566351E+06,2036,H,
Fut-OW-01113,6.309088E+05,3.565489E+06,2041,H,
Fut-OW-01114,6.203544E+05,3.573623E+06,2023,H,
Fut-OW-01115,6.102776E+05,3.553760E+06,2046,H,
Fut-OW-01116,6.347084E+05,3.569530E+06,2027,H,
Fut-OW-01117,6.163758E+05,3.562200E+06,2024,H,
Fut-OW-01118,6.279453E+05,3.571272E+06,2034,H,
Fut-OW-01119,6.075384E+05,3.545298E+06,2038,H,
Fut-OW-01120,6.295574E+05,3.547925E+06,2030,H,
Fut-OW-01121,6.129224E+05,3.542127E+06,2029,H,
Fut-OW-01122,6.275260E+05,3.568698E+06,2045,H,
Fut-OW-01123,6.264032E+05,3.541610E+06,2028,H,
Fut-OW-01124,6.240274E+05,3.552721E+06,2040,H,
Fut-OW-01125,6.302941E+05,3.576320E+06,2022,H,
Fut-OW-01126,6.050698E+05,3.549083E+06,2021,H,
Fut-OW-01127,6.146577E+05,3.565568E+06,2037,H,
Fut-OW-01128,6.290738E+05,3.541840E+06,2045,H,
Fut-OW-01129,6.178812E+05,3.572667E+06,2037,H,
Fut-OW-01130,6.212030E+05,3.565198E+06,2043,H,
Fut-OW-01131,6.086448E+05,3.541747E+06,2042,H,
Fut-OW-01132,6.053042E+05,3.570396E+06,2036,H,
Fut-OW-01133,6.095784E+05,3.557386E+06,2030,H,
Fut-OW-01134,6.261884E+05,3.548859E+06,2022,H,
Fut-OW-01135,6.201888E+05,3.569699E+06,2025,H,
Fut-OW-01136,6.234128E+05,3.572307E+06,2030,H,
Fut-OW-01137,6.130255E+05,3.548131E+06,2046,H,
Fut-OW-01138,6.138889E+05,3.563617E+06,2032,H,
Fut-OW-01139,6.093589E+05,3.565736E+06,2037,H,
Fut-OW-01140,6.169396E+05,3.541799E+06,2030,H,
Fut-OW-01141,6.157814E+05,3.542009E+06,2045,H,
Fut-OW-01142,6.221968E+05,3.565821E+06,2026,H,
Fut-OW-01143,6.290517E+05,3.566250E+06,2045,H,
Fut-OW-01144,6.078918E+05,3.547215E+06,2042,H,
Fut-OW-01145,6.156859E+05,3.576674E+06,2029,H,
Fut-OW-01146,6.051850E+05,3.549367E+06,2034,H,
Fut-OW-01147,6.310587E+05,3.576919E+06,2046,H,
Fut-OW-01148,6.209706E+05,3.571134E+06,2033,H,
Fut-OW-01149,6.208053E+05,3.557321E+06,2032,H,
Fut-OW-01150,6.109744E+05,3.549251E+06,2021,H,
Fut-OW-01151,6.187778E+05,3.564817E+06,2030,H,
Fut-OW-01152,6.237803E+05,3.541885E+06,2034,H,
Fut-OW-01153,6.103306E+05,3.571107E+06,2045,H,
Fut-OW-01154,6.279196E+05,3.543140E+06,2038,H,
Fut-OW-01155,6.151198E+05,3.554901E+06,2027,H,
Fut-OW-01156,6.101938E+05,3.566524E+06,2029,H,
Fut-OW-01157,6.309763E+05,3.561495E+06,2029,H,
Fut-OW-01158,6.304223E+05,3.547847E+06,2039,H,
Fut-OW-01159,6.092430E+05,3.559559E+06,2031,H,
Fut-OW-01160,6.109612E+05,3.566288E+06,2027,H,
Fut-OW-01161,6.280446E+05,3.544111E+06,2028,H,
Fut-OW-01162,6.181732E+05,3.559478E+06,2022,H,
Fut-OW-01163,6.166053E+05,3.561853E+06,2026,H,
Fut-OW-01164,6.128451E+05,3.553509E+06,2034,H,
Fut-OW-01165,6.297814E+05,3.546854E+06,2028,H,
Fut-OW-01166,6.173631E+05,3.571846E+06,2038,H,
Fut-OW-01167,6.333919E+05,3.543817E+06,2044,H,
Fut-OW-01168,6.215702E+05,3.546713E+06,2025,H,
Fut-OW-01169,6.166386E+05,3.559534E+06,2027,H,
Fut-OW-01170,6.215097E+05,3.555163E+06,2021,H,
Fut-OW-01171,6.246181E+05,3.566718E+06,2023,H,
Fut-OW-01172,6.309291E+05,3.552200E+06,2037,H,
Fut-OW-01173,6.262614E+05,3.572693E+06,2043,H,
Fut-OW-01174,6.208511E+05,3.544283E+06,2026,H,
Fut-OW-01175,6.287654E+05,3.563596E+06,2031,H,
Fut-OW-01176,6.223384E+05,3.564858E+06,2040,H,
Fut-OW-01177,6.240420E+05,3.563401E+06,2027,H,
Fut-OW-01178,6.205204E+05,3.546348E+06,2038,H,
Fut-OW-01179,6.185979E+05,3.575441E+06,2026,H,
Fut-OW-01180,6.333466E+05,3.560559E+06,2024,H,
Fut-OW-01181,6.066438E+05,3.573477E+06,2036,H,
Fut-OW-01182,6.283839E+05,3.554543E+06,2035,H,
Fut-OW-01183,6.109458E+05,3.556197E+06,2028,H,
Fut-OW-01184,6.276228E+05,3.541725E+06,2032,H,
Fut-OW-01185,6.156896E+05,3.554415E+06,2029,H,
Fut-OW-01186,6.188354E+05,3.551753E+06,2042,H,
Fut-OW-01187,6.300308E+05,3.564096E+06,2045,H,
Fut-OW-01188,6.212425E+05,3.558512E+06,2043,H,
Fut-OW-01189,6.146594E+05,3.546698E+06,2041,H,
Fut-OW-01190,6.078804E+05,3.568849E+06,2025,H,
Fut-OW-01191,6.345862E+05,3.542023E+06,2032,H,
Fut-OW-01192,6.300298E+05,3.541344E+06,2045,H,
Fut-OW-01193,6.064108E+05,3.547246E+06,2021,H,
Fut-OW-01194,6.337633E+05,3.574822E+06,2045,H,
Fut-OW-01195,6.281227E+05,3.565755E+06,2027,H,
Fut-OW-01196,6.198255E+05,3.566486E+06,2036,H,
Fut-OW-01197,6.319925E+05,3.565916E+06,2041,H,
Fut-OW-01198,6.052094E+05,3.551082E+06,2038,H,
Fut-OW-01199,6.100163E+05,3.547386E+06,2028,H,
Fut-OW-01200,6.300194E+05,3.571520E+06,2037,H,
Fut-OW-01201,6.266643E+05,3.551054E+06,2021,H,
Fut-OW-01202,6.048097E+05,3.546878E+06,2024,H,
Fut-OW-01203,6.327292E+05,3.574515E+06,2045,H,
Fut-OW-01204,6.048851E+05,3.555373E+06,2041,H,
Fut-OW-01205,6.289108E+05,3.543173E+06,2021,H,
Fut-OW-01206,6.066693E+05,3.548569E+06,2029,H,
Fut-OW-01207,6.268876E+05,3.555461E+06,2035,H,
Fut-OW-01208,6.112012E+05,3.558710E+06,2046,H,
Fut-OW-01209,6.191633E+05,3.558350E+06,2037,H,
Fut-OW-01210,6.195198E+05,3.567954E+06,2038,H,
Fut-OW-01211,6.169508E+05,3.543538E+06,2040,H,
Fut-OW-01212,6.203160E+05,3.556178E+06,2025,H,
Fut-OW-01213,6.067654E+05,3.558215E+06,2045,H,
Fut-OW-01214,6.307566E+05,3.569616E+06,2033,H,
Fut-OW-01215,6.242113E+05,3.565808E+06,2039,H,
Fut-OW-01216,6.186236E+05,3.558664E+06,2039,H,
Fut-OW-01217,6.323333E+05,3.556666E+06,2037,H,
Fut-OW-01218,6.078168E+05,3.564173E+06,2023,H,
Fut-OW-01219,6.191151E+05,3.573623E+06,2033,H,
Fut-OW-01220,6.338354E+05,3.544549E+06,2039,H,
Fut-OW-01221,6.197324E+05,3.562925E+06,2028,H,
Fut-OW-01222,6.206935E+05,3.570655E+06,2045,H,
Fut-OW-01223,6.179488E+05,3.556150E+06,2046,H,
Fut-OW-01224,6.230121E+05,3.547525E+06,2032,H,
Fut-OW-01225,6.045897E+05,3.548541E+06,2033,H,
Fut-OW-01226,6.123384E+05,3.547444E+06,2044,H,
Fut-OW-01227,6.176306E+05,3.548077E+06,2045,H,
Fut-OW-01228,6.087953E+05,3.558112E+06,2022,H,
Fut-OW-01229,6.264256E+05,3.562226E+06,2040,H,
Fut-OW-01230,6.287533E+05,3.564965E+06,2022,H,
Fut-OW-01231,6.047535E+05,3.557634E+06,2033,H,
Fut-OW-01232,6.143801E+05,3.547206E+06,2045,H,
Fut-OW-01233,6.195951E+05,3.568501E+06,2024,H,
Fut-OW-01234,6.217199E+05,3.554816E+06,2044,H,
Fut-OW-01235,6.174056E+05,3.542859E+06,2043,H,
Fut-OW-01236,6.170105E+05,3.551752E+06,2031,H,
Fut-OW-01237,6.052238E+05,3.558174E+06,2042,H,
Fut-OW-01238,6.250047E+05,3.555126E+06,2039,H,
Fut-OW-01239,6.165692E+05,3.541844E+06,2024,H,
Fut-OW-01240,6.080532E+05,3.573469E+06,2046,H,
Fut-OW-01241,6.304073E+05,3.567352E+06,2023,H,
Fut-OW-01242,6.214054E+05,3.554204E+06,2026,H,
Fut-OW-01243,6.215717E+05,3.544562E+06,2040,H,
Fut-OW-01244,6.112327E+05,3.555803E+06,2031,H,
Fut-OW-01245,6.112636E+05,3.574654E+06,2046,H,
Fut-OW-01246,6.141762E+05,3.574785E+06,2035,H,
Fut-OW-01247,6.051039E+05,3.549119E+06,2041,H,
Fut-OW-01248,6.228421E+05,3.564473E+06,2041,H,
Fut-OW-01249,6.145194E+05,3.567034E+06,2027,H,
Fut-OW-01250,6.210783E+05,3.559902E+06,2034,H,
Fut-OW-01251,6.286026E+05,3.555164E+06,2046,H,
Fut-OW-01252,6.064764E+05,3.542434E+06,2029,H,
Fut-OW-01253,6.088924E+05,3.549001E+06,2032,H,
Fut-OW-01254,6.228978E+05,3.552970E+06,2039,H,
Fut-OW-01255,6.098706E+05,3.571335E+06,2024,H,
Fut-OW-01256,6.108774E+05,3.544274E+06,2041,H,
Fut-OW-01257,6.060482E+05,3.567400E+06,2041,H,
Fut-OW-01258,6.219232E+05,3.576782E+06,2030,H,
Fut-OW-01259,6.286742E+05,3.561161E+06,2030,H,
Fut-OW-01260,6.104968E+05,3.568818E+06,2035,H,
Fut-OW-01261,6.266073E+05,3.563338E+06,2042,H,
Fut-OW-01262,6.290073E+05,3.559666E+06,2025,H,
Fut-OW-01263,6.126866E+05,3.570304E+06,2022,H,
Fut-OW-01264,6.232391E+05,3.561091E+06,2028,H,
Fut-OW-01265,6.291354E+05,3.565886E+06,2036,H,
Fut-OW-01266,6.325481E+05,3.569314E+06,2038,H,
Fut-OW-01267,6.176921E+05,3.545170E+06,2022,H,
Fut-OW-01268,6.049611E+05,3.544782E+06,2045,H,
Fut-OW-01269,6.178849E+05,3.574942E+06,2036,H,
Fut-OW-01270,6.318978E+05,3.567854E+06,2029,H,
Fut-OW-01271,6.149658E+05,3.544125E+06,2038,H,
Fut-OW-01272,6.248478E+05,3.559754E+06,2025,H,
Fut-OW-01273,6.239881E+05,3.559695E+06,2037,H,
Fut-OW-01274,6.320460E+05,3.564614E+06,2034,H,
Fut-OW-01275,6.071573E+05,3.553926E+06,2045,H,
Fut-OW-01276,6.184801E+05,3.561471E+06,2045,H,
Fut-OW-01277,6.211834E+05,3.572695E+06,2022,H,
Fut-OW-01278,6.329154E+05,3.547446E+06,2042,H,
Fut-OW-01279,6.212909E+05,3.553634E+06,2046,H,
Fut-OW-01280,6.196943E+05,3.552798E+06,2033,H,
Fut-OW-01281,6.231747E+05,3.557225E+06,2033,H,
Fut-OW-01282,6.255623E+05,3.573122E+06,2031,H,
Fut-OW-01283,6.248068E+05,3.552534E+06,2023,H,
Fut-OW-01284,6.151608E+05,3.553286E+06,2026,H,
Fut-OW-01285,6.325853E+05,3.553480E+06,2046,H,
Fut-OW-01286,6.342864E+05,3.553147E+06,2035,H,
Fut-OW-01287,6.329723E+05,3.551407E+06,2024,H,
Fut-OW-01288,6.096759E+05,3.566669E+06,2042,H,
Fut-OW-01289,6.289682E+05,3.558271E+06,2046,H,
Fut-OW-01290,6.212636E+05,3.564399E+06,2031,H,
Fut-OW-01291,6.136193E+05,3.555130E+06,2041,H,
Fut-OW-01292,6.346029E+05,3.544167E+06,2031,H,
Fut-OW-01293,6.322193E+05,3.561215E+06,2033,H,
Fut-OW-01294,6.224210E+05,3.574355E+06,2029,H,
Fut-OW-01295,6.225871E+05,3.546961E+06,2041,H,
Fut-OW-01296,6.152383E+05,3.544225E+06,2033,H,
Fut-OW-01297,6.255147E+05,3.550283E+06,2025,H,
Fut-OW-01298,6.328413E+05,3.566456E+06,2038,H,
Fut-OW-01299,6.304789E+05,3.545350E+06,2039,H,
Fut-OW-01300,6.241729E+05,3.559798E+06,2025,H,
Fut-OW-01301,6.263461E+05,3.541850E+06,2040,H,
Fut-OW-01302,6.176332E+05,3.544438E+06,2042,H,
Fut-OW-01303,6.104548E+05,3.575816E+06,2022,H,
Fut-OW-01304,6.286141E+05,3.541457E+06,2041,H,
Fut-OW-01305,6.142446E+05,3.553256E+06,2031,H,
Fut-OW-01306,6.053629E+05,3.555512E+06,2022,H,
Fut-OW-01307,6.135414E+05,3.572069E+06,2034,H,
Fut-OW-01308,6.265902E+05,3.576911E+06,2024,H,
